,id,product,f,p,y,Yogurt1,Yogurt2,Yogurt3
1572,394,1,1.0,0.082999997,1.0,1,0,0
1573,394,2,0.0,0.086000003,0.0,0,1,0
1574,394,3,0.0,0.061000001,0.0,0,0,1
1575,394,4,0.0,0.079000004,0.0,0,0,0
1576,395,1,1.0,0.082999997,1.0,1,0,0
1577,395,2,0.0,0.086000003,0.0,0,1,0
1578,395,3,0.0,0.061000001,0.0,0,0,1
1579,395,4,0.0,0.079000004,0.0,0,0,0
1580,396,1,1.0,0.082999997,1.0,1,0,0
1581,396,2,0.0,0.086000003,0.0,0,1,0
1582,396,3,0.0,0.061000001,0.0,0,0,1
1583,396,4,0.0,0.071000002,0.0,0,0,0
1584,397,1,0.0,0.115,0.0,1,0,0
1585,397,2,0.0,0.063000001,0.0,0,1,0
1586,397,3,0.0,0.061000001,0.0,0,0,1
1587,397,4,0.0,0.079000004,1.0,0,0,0
1588,398,1,0.0,0.115,0.0,1,0,0
1589,398,2,0.0,0.063000001,0.0,0,1,0
1590,398,3,0.0,0.061000001,0.0,0,0,1
1591,398,4,0.0,0.079000004,1.0,0,0,0
1592,399,1,0.0,0.057,0.0,1,0,0
1593,399,2,0.0,0.063000001,0.0,0,1,0
1594,399,3,0.0,0.061000001,0.0,0,0,1
1595,399,4,0.0,0.063000001,1.0,0,0,0
1596,400,1,0.0,0.115,0.0,1,0,0
1597,400,2,0.0,0.063000001,0.0,0,1,0
1598,400,3,0.0,0.061000001,0.0,0,0,1
1599,400,4,0.0,0.063000001,1.0,0,0,0
1600,401,1,0.0,0.057,0.0,1,0,0
1601,401,2,0.0,0.063000001,0.0,0,1,0
1602,401,3,0.0,0.061000001,0.0,0,0,1
1603,401,4,0.0,0.063000001,1.0,0,0,0
1604,402,1,0.0,0.057,0.0,1,0,0
1605,402,2,0.0,0.063000001,0.0,0,1,0
1606,402,3,0.0,0.061000001,0.0,0,0,1
1607,402,4,0.0,0.063000001,1.0,0,0,0
1608,403,1,0.0,0.088,0.0,1,0,0
1609,403,2,0.0,0.086000003,0.0,0,1,0
1610,403,3,0.0,0.061000001,0.0,0,0,1
1611,403,4,0.0,0.063000001,1.0,0,0,0
1612,404,1,0.0,0.082999997,0.0,1,0,0
1613,404,2,0.0,0.063000001,0.0,0,1,0
1614,404,3,0.0,0.061000001,0.0,0,0,1
1615,404,4,0.0,0.063000001,1.0,0,0,0
1616,405,1,0.0,0.103,0.0,1,0,0
1617,405,2,0.0,0.081,1.0,0,1,0
1618,405,3,0.0,0.048999999,0.0,0,0,1
1619,405,4,0.0,0.079000004,0.0,0,0,0
1620,406,1,0.0,0.115,0.0,1,0,0
1621,406,2,0.0,0.081,0.0,0,1,0
1622,406,3,0.0,0.037999999,0.0,0,0,1
1623,406,4,0.0,0.079000004,1.0,0,0,0
1624,407,1,0.0,0.122,0.0,1,0,0
1625,407,2,0.0,0.086000003,0.0,0,1,0
1626,407,3,0.0,0.061000001,0.0,0,0,1
1627,407,4,0.0,0.086000003,1.0,0,0,0
1628,408,1,0.0,0.108,0.0,1,0,0
1629,408,2,0.0,0.086000003,0.0,0,1,0
1630,408,3,0.0,0.061000001,0.0,0,0,1
1631,408,4,0.0,0.086000003,1.0,0,0,0
1632,409,1,0.0,0.108,0.0,1,0,0
1633,409,2,0.0,0.086000003,0.0,0,1,0
1634,409,3,0.0,0.061000001,0.0,0,0,1
1635,409,4,0.0,0.086000003,1.0,0,0,0
1636,410,1,0.0,0.108,0.0,1,0,0
1637,410,2,0.0,0.086000003,0.0,0,1,0
1638,410,3,0.0,0.054000001,0.0,0,0,1
1639,410,4,0.0,0.079000004,1.0,0,0,0
1640,411,1,0.0,0.108,0.0,1,0,0
1641,411,2,0.0,0.086000003,0.0,0,1,0
1642,411,3,0.0,0.054000001,0.0,0,0,1
1643,411,4,0.0,0.079000004,1.0,0,0,0
1644,412,1,0.0,0.108,0.0,1,0,0
1645,412,2,0.0,0.086000003,0.0,0,1,0
1646,412,3,0.0,0.054000001,0.0,0,0,1
1647,412,4,0.0,0.079000004,1.0,0,0,0
1648,413,1,0.0,0.115,0.0,1,0,0
1649,413,2,0.0,0.064000003,0.0,0,1,0
1650,413,3,0.0,0.061000001,0.0,0,0,1
1651,413,4,0.0,0.079000004,1.0,0,0,0
1652,414,1,0.0,0.108,1.0,1,0,0
1653,414,2,0.0,0.097999997,0.0,0,1,0
1654,414,3,0.0,0.061000001,0.0,0,0,1
1655,414,4,0.0,0.086000003,0.0,0,0,0
1656,415,1,0.0,0.108,0.0,1,0,0
1657,415,2,0.0,0.097999997,1.0,0,1,0
1658,415,3,0.0,0.061000001,0.0,0,0,1
1659,415,4,0.0,0.086000003,0.0,0,0,0
1660,416,1,1.0,0.090999998,0.0,1,0,0
1661,416,2,0.0,0.081,1.0,0,1,0
1662,416,3,0.0,0.061000001,0.0,0,0,1
1663,416,4,0.0,0.086000003,0.0,0,0,0
1664,417,1,1.0,0.090999998,0.0,1,0,0
1665,417,2,0.0,0.086000003,1.0,0,1,0
1666,417,3,0.0,0.061000001,0.0,0,0,1
1667,417,4,0.0,0.086000003,0.0,0,0,0
1668,418,1,1.0,0.090999998,0.0,1,0,0
1669,418,2,0.0,0.081,1.0,0,1,0
1670,418,3,0.0,0.061000001,0.0,0,0,1
1671,418,4,0.0,0.086000003,0.0,0,0,0
1672,419,1,0.0,0.122,1.0,1,0,0
1673,419,2,0.0,0.086000003,0.0,0,1,0
1674,419,3,0.0,0.061000001,0.0,0,0,1
1675,419,4,1.0,0.068000004,0.0,0,0,0
1676,420,1,0.0,0.122,0.0,1,0,0
1677,420,2,0.0,0.086000003,1.0,0,1,0
1678,420,3,0.0,0.061000001,0.0,0,0,1
1679,420,4,0.0,0.086000003,0.0,0,0,0
1680,421,1,0.0,0.122,0.0,1,0,0
1681,421,2,0.0,0.086000003,1.0,0,1,0
1682,421,3,0.0,0.061000001,0.0,0,0,1
1683,421,4,0.0,0.086000003,0.0,0,0,0
1684,422,1,0.0,0.122,0.0,1,0,0
1685,422,2,0.0,0.086000003,1.0,0,1,0
1686,422,3,0.0,0.061000001,0.0,0,0,1
1687,422,4,0.0,0.086000003,0.0,0,0,0
1688,423,1,0.0,0.122,1.0,1,0,0
1689,423,2,0.0,0.086000003,0.0,0,1,0
1690,423,3,0.0,0.061000001,0.0,0,0,1
1691,423,4,0.0,0.086000003,0.0,0,0,0
1692,424,1,0.0,0.122,1.0,1,0,0
1693,424,2,0.0,0.086000003,0.0,0,1,0
1694,424,3,0.0,0.061000001,0.0,0,0,1
1695,424,4,0.0,0.086000003,0.0,0,0,0
1696,425,1,1.0,0.122,1.0,1,0,0
1697,425,2,0.0,0.086000003,0.0,0,1,0
1698,425,3,0.0,0.061000001,0.0,0,0,1
1699,425,4,0.0,0.086000003,0.0,0,0,0
1700,426,1,1.0,0.122,1.0,1,0,0
1701,426,2,0.0,0.086000003,0.0,0,1,0
1702,426,3,0.0,0.061000001,0.0,0,0,1
1703,426,4,0.0,0.086000003,0.0,0,0,0
1704,427,1,1.0,0.122,0.0,1,0,0
1705,427,2,0.0,0.086000003,1.0,0,1,0
1706,427,3,0.0,0.061000001,0.0,0,0,1
1707,427,4,0.0,0.086000003,0.0,0,0,0
1708,428,1,0.0,0.122,0.0,1,0,0
1709,428,2,0.0,0.086000003,1.0,0,1,0
1710,428,3,0.0,0.061000001,0.0,0,0,1
1711,428,4,0.0,0.086000003,0.0,0,0,0
1712,429,1,0.0,0.122,1.0,1,0,0
1713,429,2,0.0,0.086000003,0.0,0,1,0
1714,429,3,0.0,0.061000001,0.0,0,0,1
1715,429,4,0.0,0.086000003,0.0,0,0,0
1716,430,1,0.0,0.122,1.0,1,0,0
1717,430,2,0.0,0.086000003,0.0,0,1,0
1718,430,3,0.0,0.061000001,0.0,0,0,1
1719,430,4,0.0,0.086000003,0.0,0,0,0
1720,431,1,0.0,0.122,1.0,1,0,0
1721,431,2,0.0,0.086000003,0.0,0,1,0
1722,431,3,0.0,0.061000001,0.0,0,0,1
1723,431,4,0.0,0.086000003,0.0,0,0,0
1724,432,1,0.0,0.122,1.0,1,0,0
1725,432,2,0.0,0.086000003,0.0,0,1,0
1726,432,3,0.0,0.061000001,0.0,0,0,1
1727,432,4,0.0,0.086000003,0.0,0,0,0
1728,433,1,0.0,0.122,1.0,1,0,0
1729,433,2,0.0,0.086000003,0.0,0,1,0
1730,433,3,0.0,0.061000001,0.0,0,0,1
1731,433,4,0.0,0.086000003,0.0,0,0,0
1732,434,1,0.0,0.122,1.0,1,0,0
1733,434,2,0.0,0.086000003,0.0,0,1,0
1734,434,3,0.0,0.061000001,0.0,0,0,1
1735,434,4,0.0,0.086000003,0.0,0,0,0
1736,435,1,0.0,0.122,1.0,1,0,0
1737,435,2,0.0,0.086000003,0.0,0,1,0
1738,435,3,0.0,0.061000001,0.0,0,0,1
1739,435,4,0.0,0.086000003,0.0,0,0,0
1740,436,1,0.0,0.122,0.0,1,0,0
1741,436,2,0.0,0.086000003,1.0,0,1,0
1742,436,3,0.0,0.061000001,0.0,0,0,1
1743,436,4,0.0,0.086000003,0.0,0,0,0
1744,437,1,0.0,0.122,1.0,1,0,0
1745,437,2,0.0,0.086000003,0.0,0,1,0
1746,437,3,0.0,0.061000001,0.0,0,0,1
1747,437,4,0.0,0.086000003,0.0,0,0,0
1748,438,1,0.0,0.122,1.0,1,0,0
1749,438,2,0.0,0.086000003,0.0,0,1,0
1750,438,3,0.0,0.061000001,0.0,0,0,1
1751,438,4,0.0,0.086000003,0.0,0,0,0
1752,439,1,0.0,0.122,0.0,1,0,0
1753,439,2,0.0,0.086000003,1.0,0,1,0
1754,439,3,0.0,0.061000001,0.0,0,0,1
1755,439,4,0.0,0.086000003,0.0,0,0,0
1756,440,1,0.0,0.122,0.0,1,0,0
1757,440,2,0.0,0.086000003,1.0,0,1,0
1758,440,3,0.0,0.061000001,0.0,0,0,1
1759,440,4,0.0,0.086000003,0.0,0,0,0
1760,441,1,0.0,0.122,1.0,1,0,0
1761,441,2,0.0,0.086000003,0.0,0,1,0
1762,441,3,0.0,0.061000001,0.0,0,0,1
1763,441,4,0.0,0.086000003,0.0,0,0,0
1764,442,1,0.0,0.122,1.0,1,0,0
1765,442,2,0.0,0.086000003,0.0,0,1,0
1766,442,3,0.0,0.061000001,0.0,0,0,1
1767,442,4,0.0,0.086000003,0.0,0,0,0
1768,443,1,0.0,0.122,0.0,1,0,0
1769,443,2,0.0,0.086000003,1.0,0,1,0
1770,443,3,0.0,0.061000001,0.0,0,0,1
1771,443,4,0.0,0.086000003,0.0,0,0,0
1772,444,1,0.0,0.122,1.0,1,0,0
1773,444,2,0.0,0.086000003,0.0,0,1,0
1774,444,3,0.0,0.061000001,0.0,0,0,1
1775,444,4,0.0,0.086000003,0.0,0,0,0
1776,445,1,0.0,0.122,0.0,1,0,0
1777,445,2,0.0,0.086000003,1.0,0,1,0
1778,445,3,0.0,0.061000001,0.0,0,0,1
1779,445,4,0.0,0.086000003,0.0,0,0,0
1780,446,1,0.0,0.122,1.0,1,0,0
1781,446,2,0.0,0.086000003,0.0,0,1,0
1782,446,3,0.0,0.061000001,0.0,0,0,1
1783,446,4,0.0,0.086000003,0.0,0,0,0
1784,447,1,0.0,0.122,0.0,1,0,0
1785,447,2,0.0,0.086000003,1.0,0,1,0
1786,447,3,0.0,0.061000001,0.0,0,0,1
1787,447,4,0.0,0.086000003,0.0,0,0,0
1788,448,1,0.0,0.122,1.0,1,0,0
1789,448,2,0.0,0.086000003,0.0,0,1,0
1790,448,3,0.0,0.061000001,0.0,0,0,1
1791,448,4,0.0,0.086000003,0.0,0,0,0
1792,449,1,0.0,0.122,1.0,1,0,0
1793,449,2,0.0,0.086000003,0.0,0,1,0
1794,449,3,0.0,0.061000001,0.0,0,0,1
1795,449,4,0.0,0.086000003,0.0,0,0,0
1796,450,1,0.0,0.122,1.0,1,0,0
1797,450,2,0.0,0.086000003,0.0,0,1,0
1798,450,3,0.0,0.061000001,0.0,0,0,1
1799,450,4,0.0,0.086000003,0.0,0,0,0
1800,451,1,0.0,0.122,1.0,1,0,0
1801,451,2,0.0,0.086000003,0.0,0,1,0
1802,451,3,0.0,0.061000001,0.0,0,0,1
1803,451,4,0.0,0.086000003,0.0,0,0,0
1804,452,1,0.0,0.122,0.0,1,0,0
1805,452,2,0.0,0.086000003,1.0,0,1,0
1806,452,3,0.0,0.061000001,0.0,0,0,1
1807,452,4,0.0,0.086000003,0.0,0,0,0
1808,453,1,0.0,0.122,1.0,1,0,0
1809,453,2,0.0,0.086000003,0.0,0,1,0
1810,453,3,0.0,0.061000001,0.0,0,0,1
1811,453,4,0.0,0.086000003,0.0,0,0,0
1812,454,1,0.0,0.122,1.0,1,0,0
1813,454,2,0.0,0.086000003,0.0,0,1,0
1814,454,3,0.0,0.061000001,0.0,0,0,1
1815,454,4,0.0,0.086000003,0.0,0,0,0
1816,455,1,0.0,0.108,0.0,1,0,0
1817,455,2,0.0,0.081,0.0,0,1,0
1818,455,3,0.0,0.061000001,0.0,0,0,1
1819,455,4,0.0,0.079000004,1.0,0,0,0
1820,456,1,0.0,0.108,0.0,1,0,0
1821,456,2,0.0,0.081,0.0,0,1,0
1822,456,3,0.0,0.061000001,0.0,0,0,1
1823,456,4,1.0,0.074000001,1.0,0,0,0
1824,457,1,0.0,0.108,0.0,1,0,0
1825,457,2,1.0,0.086000003,0.0,0,1,0
1826,457,3,0.0,0.050000001,0.0,0,0,1
1827,457,4,0.0,0.086000003,1.0,0,0,0
1828,458,1,0.0,0.115,1.0,1,0,0
1829,458,2,0.0,0.081,0.0,0,1,0
1830,458,3,0.0,0.061000001,0.0,0,0,1
1831,458,4,0.0,0.086000003,0.0,0,0,0
1832,459,1,0.0,0.115,1.0,1,0,0
1833,459,2,0.0,0.081,0.0,0,1,0
1834,459,3,0.0,0.061000001,0.0,0,0,1
1835,459,4,0.0,0.081,0.0,0,0,0
1836,460,1,0.0,0.125,0.0,1,0,0
1837,460,2,0.0,0.081,1.0,0,1,0
1838,460,3,0.0,0.048999999,0.0,0,0,1
1839,460,4,0.0,0.079000004,0.0,0,0,0
1840,461,1,0.0,0.125,0.0,1,0,0
1841,461,2,0.0,0.081,1.0,0,1,0
1842,461,3,0.0,0.048999999,0.0,0,0,1
1843,461,4,0.0,0.079000004,0.0,0,0,0
1844,462,1,0.0,0.125,0.0,1,0,0
1845,462,2,0.0,0.081,1.0,0,1,0
1846,462,3,0.0,0.048999999,0.0,0,0,1
1847,462,4,0.0,0.079000004,0.0,0,0,0
1848,463,1,0.0,0.097999997,0.0,1,0,0
1849,463,2,0.0,0.097999997,1.0,0,1,0
1850,463,3,0.0,0.048999999,0.0,0,0,1
1851,463,4,0.0,0.079000004,0.0,0,0,0
1852,464,1,0.0,0.097999997,0.0,1,0,0
1853,464,2,0.0,0.097999997,1.0,0,1,0
1854,464,3,0.0,0.048999999,0.0,0,0,1
1855,464,4,0.0,0.079000004,0.0,0,0,0
1856,465,1,0.0,0.097999997,0.0,1,0,0
1857,465,2,0.0,0.097999997,1.0,0,1,0
1858,465,3,0.0,0.048999999,0.0,0,0,1
1859,465,4,0.0,0.079000004,0.0,0,0,0
1860,466,1,0.0,0.097999997,0.0,1,0,0
1861,466,2,0.0,0.097999997,1.0,0,1,0
1862,466,3,0.0,0.048999999,0.0,0,0,1
1863,466,4,0.0,0.079000004,0.0,0,0,0
1864,467,1,0.0,0.125,0.0,1,0,0
1865,467,2,0.0,0.081,1.0,0,1,0
1866,467,3,0.0,0.048999999,0.0,0,0,1
1867,467,4,0.0,0.079000004,0.0,0,0,0
1868,468,1,0.0,0.125,0.0,1,0,0
1869,468,2,0.0,0.081,0.0,0,1,0
1870,468,3,0.0,0.048999999,1.0,0,0,1
1871,468,4,0.0,0.079000004,0.0,0,0,0
1872,469,1,0.0,0.125,0.0,1,0,0
1873,469,2,0.0,0.081,1.0,0,1,0
1874,469,3,0.0,0.048999999,0.0,0,0,1
1875,469,4,0.0,0.079000004,0.0,0,0,0
1876,470,1,0.0,0.125,0.0,1,0,0
1877,470,2,0.0,0.081,1.0,0,1,0
1878,470,3,0.0,0.048999999,0.0,0,0,1
1879,470,4,0.0,0.079000004,0.0,0,0,0
1880,471,1,0.0,-0.002,1.0,1,0,0
1881,471,2,0.0,0.097999997,0.0,0,1,0
1882,471,3,0.0,0.048999999,0.0,0,0,1
1883,471,4,0.0,0.079000004,0.0,0,0,0
1884,472,1,0.0,-0.002,1.0,1,0,0
1885,472,2,0.0,0.097999997,0.0,0,1,0
1886,472,3,0.0,0.048999999,0.0,0,0,1
1887,472,4,0.0,0.079000004,0.0,0,0,0
1888,473,1,0.0,0.097999997,1.0,1,0,0
1889,473,2,0.0,0.097999997,0.0,0,1,0
1890,473,3,0.0,0.048999999,0.0,0,0,1
1891,473,4,0.0,0.079000004,0.0,0,0,0
1892,474,1,0.0,0.11,0.0,1,0,0
1893,474,2,0.0,0.081,1.0,0,1,0
1894,474,3,0.0,0.048999999,0.0,0,0,1
1895,474,4,0.0,0.079000004,0.0,0,0,0
1896,475,1,0.0,0.11,0.0,1,0,0
1897,475,2,0.0,0.081,1.0,0,1,0
1898,475,3,0.0,0.048999999,0.0,0,0,1
1899,475,4,0.0,0.079000004,0.0,0,0,0
1900,476,1,0.0,0.125,0.0,1,0,0
1901,476,2,0.0,0.081,1.0,0,1,0
1902,476,3,0.0,0.048999999,0.0,0,0,1
1903,476,4,0.0,0.079000004,0.0,0,0,0
1904,477,1,0.0,0.125,0.0,1,0,0
1905,477,2,0.0,0.081,1.0,0,1,0
1906,477,3,0.0,0.048999999,0.0,0,0,1
1907,477,4,0.0,0.079000004,0.0,0,0,0
1908,478,1,0.0,0.103,0.0,1,0,0
1909,478,2,0.0,0.081,1.0,0,1,0
1910,478,3,0.0,0.048999999,0.0,0,0,1
1911,478,4,0.0,0.079000004,0.0,0,0,0
1912,479,1,0.0,0.103,0.0,1,0,0
1913,479,2,0.0,0.081,1.0,0,1,0
1914,479,3,0.0,0.048999999,0.0,0,0,1
1915,479,4,0.0,0.079000004,0.0,0,0,0
1916,480,1,0.0,0.103,0.0,1,0,0
1917,480,2,0.0,0.081,1.0,0,1,0
1918,480,3,0.0,0.048999999,0.0,0,0,1
1919,480,4,0.0,0.079000004,0.0,0,0,0
1920,481,1,0.0,0.097999997,0.0,1,0,0
1921,481,2,0.0,0.081,0.0,0,1,0
1922,481,3,0.0,0.048999999,1.0,0,0,1
1923,481,4,0.0,0.079000004,0.0,0,0,0
1924,482,1,0.0,0.103,1.0,1,0,0
1925,482,2,0.0,0.097999997,0.0,0,1,0
1926,482,3,0.0,0.048999999,0.0,0,0,1
1927,482,4,0.0,0.079000004,0.0,0,0,0
1928,483,1,0.0,0.103,0.0,1,0,0
1929,483,2,0.0,0.064000003,0.0,0,1,0
1930,483,3,0.0,0.048999999,1.0,0,0,1
1931,483,4,0.0,0.079000004,0.0,0,0,0
1932,484,1,0.0,0.103,0.0,1,0,0
1933,484,2,0.0,0.064000003,0.0,0,1,0
1934,484,3,0.0,0.048999999,1.0,0,0,1
1935,484,4,0.0,0.079000004,0.0,0,0,0
1936,485,1,0.0,0.108,0.0,1,0,0
1937,485,2,0.0,0.081,1.0,0,1,0
1938,485,3,0.0,0.048999999,0.0,0,0,1
1939,485,4,0.0,0.079000004,0.0,0,0,0
1940,486,1,0.0,0.108,0.0,1,0,0
1941,486,2,0.0,0.097999997,1.0,0,1,0
1942,486,3,0.0,0.048999999,0.0,0,0,1
1943,486,4,0.0,0.079000004,0.0,0,0,0
1944,487,1,0.0,0.108,0.0,1,0,0
1945,487,2,0.0,0.081,1.0,0,1,0
1946,487,3,0.0,0.048999999,0.0,0,0,1
1947,487,4,0.0,0.079000004,0.0,0,0,0
1948,488,1,0.0,0.115,0.0,1,0,0
1949,488,2,0.0,0.081,0.0,0,1,0
1950,488,3,0.0,0.048999999,0.0,0,0,1
1951,488,4,0.0,0.079000004,1.0,0,0,0
1952,489,1,0.0,0.115,0.0,1,0,0
1953,489,2,0.0,0.081,0.0,0,1,0
1954,489,3,0.0,0.048999999,0.0,0,0,1
1955,489,4,0.0,0.079000004,1.0,0,0,0
1956,490,1,0.0,0.115,1.0,1,0,0
1957,490,2,0.0,0.081,0.0,0,1,0
1958,490,3,0.0,0.048999999,0.0,0,0,1
1959,490,4,0.0,0.079000004,0.0,0,0,0
1960,491,1,0.0,0.115,0.0,1,0,0
1961,491,2,0.0,0.081,0.0,0,1,0
1962,491,3,0.0,0.048999999,0.0,0,0,1
1963,491,4,0.0,0.079000004,1.0,0,0,0
1964,492,1,0.0,0.115,0.0,1,0,0
1965,492,2,0.0,0.081,1.0,0,1,0
1966,492,3,1.0,0.030999999,0.0,0,0,1
1967,492,4,0.0,0.079000004,0.0,0,0,0
1968,493,1,0.0,0.115,0.0,1,0,0
1969,493,2,0.0,0.081,1.0,0,1,0
1970,493,3,0.0,0.032000002,0.0,0,0,1
1971,493,4,0.0,0.079000004,0.0,0,0,0
1972,494,1,0.0,0.115,0.0,1,0,0
1973,494,2,0.0,0.086000003,1.0,0,1,0
1974,494,3,0.0,0.054000001,0.0,0,0,1
1975,494,4,0.0,0.079000004,0.0,0,0,0
1976,495,1,0.0,0.115,0.0,1,0,0
1977,495,2,0.0,0.086000003,1.0,0,1,0
1978,495,3,0.0,0.054000001,0.0,0,0,1
1979,495,4,0.0,0.079000004,0.0,0,0,0
1980,496,1,1.0,0.115,0.0,1,0,0
1981,496,2,0.0,0.086000003,0.0,0,1,0
1982,496,3,0.0,0.054000001,1.0,0,0,1
1983,496,4,0.0,0.079000004,0.0,0,0,0
1984,497,1,0.0,0.115,0.0,1,0,0
1985,497,2,0.0,0.086000003,1.0,0,1,0
1986,497,3,0.0,0.054000001,0.0,0,0,1
1987,497,4,0.0,0.079000004,0.0,0,0,0
1988,498,1,0.0,0.115,0.0,1,0,0
1989,498,2,0.0,0.086000003,1.0,0,1,0
1990,498,3,0.0,0.054000001,0.0,0,0,1
1991,498,4,0.0,0.079000004,0.0,0,0,0
1992,499,1,0.0,0.108,0.0,1,0,0
1993,499,2,0.0,0.086000003,1.0,0,1,0
1994,499,3,0.0,0.054000001,0.0,0,0,1
1995,499,4,0.0,0.079000004,0.0,0,0,0
1996,500,1,0.0,0.108,0.0,1,0,0
1997,500,2,0.0,0.086000003,1.0,0,1,0
1998,500,3,0.0,0.054000001,0.0,0,0,1
1999,500,4,0.0,0.079000004,0.0,0,0,0
2000,501,1,0.0,0.108,0.0,1,0,0
2001,501,2,0.0,0.086000003,1.0,0,1,0
2002,501,3,0.0,0.054000001,0.0,0,0,1
2003,501,4,0.0,0.079000004,0.0,0,0,0
2004,502,1,0.0,0.108,0.0,1,0,0
2005,502,2,0.0,0.086000003,1.0,0,1,0
2006,502,3,0.0,0.054000001,0.0,0,0,1
2007,502,4,0.0,0.079000004,0.0,0,0,0
2008,503,1,0.0,0.108,0.0,1,0,0
2009,503,2,0.0,0.086000003,1.0,0,1,0
2010,503,3,0.0,0.054000001,0.0,0,0,1
2011,503,4,0.0,0.079000004,0.0,0,0,0
2012,504,1,1.0,0.108,0.0,1,0,0
2013,504,2,0.0,0.086000003,1.0,0,1,0
2014,504,3,0.0,0.054000001,0.0,0,0,1
2015,504,4,0.0,0.079000004,0.0,0,0,0
2016,505,1,1.0,0.108,0.0,1,0,0
2017,505,2,0.0,0.086000003,1.0,0,1,0
2018,505,3,0.0,0.054000001,0.0,0,0,1
2019,505,4,0.0,0.079000004,0.0,0,0,0
2020,506,1,0.0,0.108,0.0,1,0,0
2021,506,2,0.0,0.086000003,1.0,0,1,0
2022,506,3,1.0,0.025,0.0,0,0,1
2023,506,4,0.0,0.079000004,0.0,0,0,0
2024,507,1,0.0,0.108,0.0,1,0,0
2025,507,2,0.0,0.086000003,1.0,0,1,0
2026,507,3,0.0,0.025,0.0,0,0,1
2027,507,4,0.0,0.079000004,0.0,0,0,0
2028,508,1,0.0,0.108,0.0,1,0,0
2029,508,2,0.0,0.086000003,1.0,0,1,0
2030,508,3,0.0,0.025,0.0,0,0,1
2031,508,4,0.0,0.079000004,0.0,0,0,0
2032,509,1,1.0,0.082999997,0.0,1,0,0
2033,509,2,0.0,0.086000003,1.0,0,1,0
2034,509,3,0.0,0.054000001,0.0,0,0,1
2035,509,4,0.0,0.079000004,0.0,0,0,0
2036,510,1,0.0,0.122,0.0,1,0,0
2037,510,2,0.0,0.086000003,1.0,0,1,0
2038,510,3,0.0,0.054000001,0.0,0,0,1
2039,510,4,0.0,0.079000004,0.0,0,0,0
2040,511,1,0.0,0.122,0.0,1,0,0
2041,511,2,0.0,0.086000003,1.0,0,1,0
2042,511,3,0.0,0.054000001,0.0,0,0,1
2043,511,4,0.0,0.079000004,0.0,0,0,0
2044,512,1,0.0,0.122,0.0,1,0,0
2045,512,2,0.0,0.086000003,1.0,0,1,0
2046,512,3,0.0,0.054000001,0.0,0,0,1
2047,512,4,0.0,0.079000004,0.0,0,0,0
2048,513,1,0.0,0.085000001,0.0,1,0,0
2049,513,2,0.0,0.086000003,1.0,0,1,0
2050,513,3,0.0,0.054000001,0.0,0,0,1
2051,513,4,0.0,0.086000003,0.0,0,0,0
2052,514,1,0.0,0.085000001,0.0,1,0,0
2053,514,2,0.0,0.086000003,1.0,0,1,0
2054,514,3,0.0,0.054000001,0.0,0,0,1
2055,514,4,0.0,0.086000003,0.0,0,0,0
2056,515,1,0.0,0.122,0.0,1,0,0
2057,515,2,1.0,0.063000001,1.0,0,1,0
2058,515,3,0.0,0.054000001,0.0,0,0,1
2059,515,4,0.0,0.079000004,0.0,0,0,0
2060,516,1,0.0,0.082999997,0.0,1,0,0
2061,516,2,0.0,0.086000003,0.0,0,1,0
2062,516,3,0.0,0.054000001,1.0,0,0,1
2063,516,4,1.0,0.063000001,0.0,0,0,0
2064,517,1,0.0,0.082999997,0.0,1,0,0
2065,517,2,0.0,0.086000003,0.0,0,1,0
2066,517,3,0.0,0.054000001,1.0,0,0,1
2067,517,4,1.0,0.063000001,0.0,0,0,0
2068,518,1,0.0,0.112,0.0,1,0,0
2069,518,2,0.0,0.081,0.0,0,1,0
2070,518,3,0.0,0.054000001,1.0,0,0,1
2071,518,4,0.0,0.079000004,0.0,0,0,0
2072,519,1,0.0,0.115,0.0,1,0,0
2073,519,2,0.0,0.086000003,1.0,0,1,0
2074,519,3,0.0,0.061000001,0.0,0,0,1
2075,519,4,1.0,0.063000001,0.0,0,0,0
2076,520,1,0.0,0.115,0.0,1,0,0
2077,520,2,0.0,0.086000003,1.0,0,1,0
2078,520,3,0.0,0.061000001,0.0,0,0,1
2079,520,4,0.0,0.066,0.0,0,0,0
2080,521,1,0.0,0.115,0.0,1,0,0
2081,521,2,1.0,0.063000001,1.0,0,1,0
2082,521,3,0.0,0.061000001,0.0,0,0,1
2083,521,4,0.0,0.079000004,0.0,0,0,0
2084,522,1,0.0,0.115,0.0,1,0,0
2085,522,2,1.0,0.063000001,1.0,0,1,0
2086,522,3,0.0,0.061000001,0.0,0,0,1
2087,522,4,0.0,0.079000004,0.0,0,0,0
2088,523,1,0.0,0.115,0.0,1,0,0
2089,523,2,0.0,0.086000003,1.0,0,1,0
2090,523,3,0.0,0.061000001,0.0,0,0,1
2091,523,4,0.0,0.079000004,0.0,0,0,0
2092,524,1,0.0,0.115,0.0,1,0,0
2093,524,2,0.0,0.086000003,1.0,0,1,0
2094,524,3,0.0,0.061000001,0.0,0,0,1
2095,524,4,0.0,0.079000004,0.0,0,0,0
2096,525,1,1.0,0.115,0.0,1,0,0
2097,525,2,0.0,0.086000003,1.0,0,1,0
2098,525,3,0.0,0.061000001,0.0,0,0,1
2099,525,4,0.0,0.068999998,0.0,0,0,0
